Repo_Name,GitHub URL,Total number of UML files,No. of .uml,No. of .xmi,No. of .svg,No. of .png,No. of .jpeg,No. of .bmp,No. of .jpg,No. of .gif
nicolassalvanes/unlam-programacionavanzada/,http://github.com/nicolassalvanes/unlam-programacionavanzada/,1,0,0,0,1,0,0,0,0
NicolasSch/Games_Hacker_2013/,http://github.com/NicolasSch/Games_Hacker_2013/,1,0,0,0,0,0,0,1,0
nicoleotawa/projekt/,http://github.com/nicoleotawa/projekt/,1,0,0,0,0,0,0,1,0
nicolezk1/WeatherViewer/,http://github.com/nicolezk1/WeatherViewer/,3,0,0,0,0,0,0,2,1
nicomamba/UniBS---Clinica-Medica/,http://github.com/nicomamba/UniBS---Clinica-Medica/,1,0,0,0,1,0,0,0,0
nict-isp/scn-core/,http://github.com/nict-isp/scn-core/,3,0,0,0,3,0,0,0,0
NICTA/pod-detection/,http://github.com/NICTA/pod-detection/,1,0,0,0,1,0,0,0,0
nidafarooqui/Trading-Game-Version-3/,http://github.com/nidafarooqui/Trading-Game-Version-3/,1,1,0,0,0,0,0,0,0
nidebo/TSA/,http://github.com/nidebo/TSA/,1,1,0,0,0,0,0,0,0
niden/blog/,http://github.com/niden/blog/,2,0,0,0,2,0,0,0,0
niekvdb/Proftaak-SMW-22-TBS/,http://github.com/niekvdb/Proftaak-SMW-22-TBS/,10,10,0,0,0,0,0,0,0
NielChi/Example1/,http://github.com/NielChi/Example1/,1,0,0,0,1,0,0,0,0
nielsvanderbeke/weblogic/,http://github.com/nielsvanderbeke/weblogic/,2,0,0,0,0,0,0,0,2
NIEM-UML/NIEM-UML-3/,http://github.com/NIEM-UML/NIEM-UML-3/,2,0,0,0,2,0,0,0,0
NIEM/NIEM-UML/,http://github.com/NIEM/NIEM-UML/,50,0,50,0,0,0,0,0,0
nieromin/Radio/,http://github.com/nieromin/Radio/,1,0,0,0,1,0,0,0,0
nieznanysprawiciel/SWEngine/,http://github.com/nieznanysprawiciel/SWEngine/,2,0,0,0,2,0,0,0,0
Nifdoolb/Server/,http://github.com/Nifdoolb/Server/,4,0,2,0,2,0,0,0,0
nifft/CSE-Course-Material/,http://github.com/nifft/CSE-Course-Material/,2,2,0,0,0,0,0,0,0
NightFantom/FellowTraveller/,http://github.com/NightFantom/FellowTraveller/,2,0,0,0,0,0,0,0,2
NightFantom/Friends/,http://github.com/NightFantom/Friends/,2,0,0,0,0,0,0,0,2
nightingale-media-player/nightingale-hacking/,http://github.com/nightingale-media-player/nightingale-hacking/,2,2,0,0,0,0,0,0,0
nightOwl3/ptpProjekt/,http://github.com/nightOwl3/ptpProjekt/,2,0,0,0,2,0,0,0,0
nightpaws/ACRONYM/,http://github.com/nightpaws/ACRONYM/,1,0,0,0,1,0,0,0,0
nightpool/rox/,http://github.com/nightpool/rox/,2,0,0,0,2,0,0,0,0
NightSwimming/Raptor-Chess/,http://github.com/NightSwimming/Raptor-Chess/,1,0,0,0,1,0,0,0,0
nigulo/cpp/,http://github.com/nigulo/cpp/,1,1,0,0,0,0,0,0,0
nigulo/dev/,http://github.com/nigulo/dev/,1,1,0,0,0,0,0,0,0
nihar47/cover/,http://github.com/nihar47/cover/,1,0,0,0,1,0,0,0,0
NiharDudam/ASE-LabAssighnment1/,http://github.com/NiharDudam/ASE-LabAssighnment1/,1,0,0,0,0,0,0,1,0
nihathrael/gamearchitecture-report/,http://github.com/nihathrael/gamearchitecture-report/,2,0,0,0,2,0,0,0,0
nihk/Sheridan-Projects/,http://github.com/nihk/Sheridan-Projects/,1,0,0,0,1,0,0,0,0
Niieve/biblioteca-libre/,http://github.com/Niieve/biblioteca-libre/,6,0,2,0,4,0,0,0,0
nijave/apporchard/,http://github.com/nijave/apporchard/,2,0,0,0,0,0,0,2,0
nik9000/wikimedia_diagram/,http://github.com/nik9000/wikimedia_diagram/,1,0,0,1,0,0,0,0,0
nikelin/gwtent/,http://github.com/nikelin/gwtent/,2,2,0,0,0,0,0,0,0
nikeller/webt_onlineshop/,http://github.com/nikeller/webt_onlineshop/,1,0,0,0,0,0,0,1,0
nikeya444/WheatenVol2/,http://github.com/nikeya444/WheatenVol2/,1,0,0,0,0,0,0,1,0
nikeyes/MarvelKata/,http://github.com/nikeyes/MarvelKata/,1,1,0,0,0,0,0,0,0
nikezono/unific/,http://github.com/nikezono/unific/,1,0,0,0,0,0,0,0,1
nikhil-bhat/class_board_app/,http://github.com/nikhil-bhat/class_board_app/,1,0,0,0,0,0,0,0,1
nikhilnvj/UTAHousingAppRepo/,http://github.com/nikhilnvj/UTAHousingAppRepo/,3,0,0,0,0,0,0,3,0
nikhilprakashmenon/CollegeManagementSystem/,http://github.com/nikhilprakashmenon/CollegeManagementSystem/,2,0,0,0,0,0,0,2,0
nikhilprathapani/final-project-email-640/,http://github.com/nikhilprathapani/final-project-email-640/,2,0,0,0,0,0,2,0,0
nikhilsh/A-N-D-R-O-I-D-B-O-Y-S/,http://github.com/nikhilsh/A-N-D-R-O-I-D-B-O-Y-S/,1,0,0,0,1,0,0,0,0
nikistefanov/Telerik-Academy-Homework/,http://github.com/nikistefanov/Telerik-Academy-Homework/,5,0,0,4,1,0,0,0,0
nikitochak/Networking/,http://github.com/nikitochak/Networking/,16,16,0,0,0,0,0,0,0
nikko31/RiskProject/,http://github.com/nikko31/RiskProject/,1,1,0,0,0,0,0,0,0
niklasandersson/DynamicDialog/,http://github.com/niklasandersson/DynamicDialog/,1,1,0,0,0,0,0,0,0
niklasda/Miscellaneous/,http://github.com/niklasda/Miscellaneous/,1,1,0,0,0,0,0,0,0
niklonner/fopl-project/,http://github.com/niklonner/fopl-project/,1,0,0,0,1,0,0,0,0
niko2014/niko2014.github.io/,http://github.com/niko2014/niko2014.github.io/,2,0,0,0,1,0,0,0,1
Nikofoxxx/TCC/,http://github.com/Nikofoxxx/TCC/,2,0,0,0,0,0,0,2,0
nikolai80/DentalConsulting/,http://github.com/nikolai80/DentalConsulting/,1,1,0,0,0,0,0,0,0
nikolai80/Reminder/,http://github.com/nikolai80/Reminder/,1,1,0,0,0,0,0,0,0
NikolaiSamteladze/George/,http://github.com/NikolaiSamteladze/George/,13,0,0,0,13,0,0,0,0
NikolajOlejnik/Library/,http://github.com/NikolajOlejnik/Library/,1,1,0,0,0,0,0,0,0
NikolaNikushev/pipe-line/,http://github.com/NikolaNikushev/pipe-line/,1,1,0,0,0,0,0,0,0
NikolasHerbst/BUNGEE/,http://github.com/NikolasHerbst/BUNGEE/,1,0,0,0,0,0,0,0,1
nikolasleblanc/apog/,http://github.com/nikolasleblanc/apog/,1,0,0,0,1,0,0,0,0
NikolaSmrcek/RestoApp/,http://github.com/NikolaSmrcek/RestoApp/,1,0,0,0,1,0,0,0,0
NikolayKostadinov/Homeworks/,http://github.com/NikolayKostadinov/Homeworks/,1,0,0,0,1,0,0,0,0
NikolayKostadinov/WeightScaleSystem/,http://github.com/NikolayKostadinov/WeightScaleSystem/,16,16,0,0,0,0,0,0,0
nikookholm/14_cdio_final/,http://github.com/nikookholm/14_cdio_final/,3,0,0,0,3,0,0,0,0
nikoszoumpalidis/Software_Development/,http://github.com/nikoszoumpalidis/Software_Development/,17,0,0,0,0,16,0,1,0
Niksdope/RailFence/,http://github.com/Niksdope/RailFence/,1,0,0,0,1,0,0,0,0
nikste/pcl/,http://github.com/nikste/pcl/,1,0,0,0,0,0,0,1,0
nilaykumar/notes/,http://github.com/nilaykumar/notes/,1,0,0,0,1,0,0,0,0
nileshkavthekar/JavaProject/,http://github.com/nileshkavthekar/JavaProject/,1,0,0,0,0,0,0,0,1
nileteam/Purchase-Order-Request/,http://github.com/nileteam/Purchase-Order-Request/,1,0,0,0,0,0,0,1,0
nill14/bean-generator/,http://github.com/nill14/bean-generator/,2,2,0,0,0,0,0,0,0
nilmtk/writing/,http://github.com/nilmtk/writing/,2,0,1,0,1,0,0,0,0
nilsen340/JohnsElevator/,http://github.com/nilsen340/JohnsElevator/,1,0,0,0,1,0,0,0,0
NilsHullegien/TempleRunGroup5/,http://github.com/NilsHullegien/TempleRunGroup5/,1,0,0,0,1,0,0,0,0
nilswende/Foruo/,http://github.com/nilswende/Foruo/,1,0,0,0,1,0,0,0,0
nim65s/N7/,http://github.com/nim65s/N7/,1,0,1,0,0,0,0,0,0
nimai/Project-BITCH/,http://github.com/nimai/Project-BITCH/,1,0,0,0,0,0,0,1,0
nimbus154/UnnaturalGeeks/,http://github.com/nimbus154/UnnaturalGeeks/,1,0,0,0,0,0,0,1,0
nimid/Knutt/,http://github.com/nimid/Knutt/,1,0,0,0,1,0,0,0,0
nimishzynga/urbanjobs/,http://github.com/nimishzynga/urbanjobs/,1,0,0,0,0,0,0,1,0
ninadchilap/slate-app/,http://github.com/ninadchilap/slate-app/,2,0,0,0,2,0,0,0,0
ninaLondres/proyecto/,http://github.com/ninaLondres/proyecto/,1,0,0,0,0,1,0,0,0
ninasun/game_engine/,http://github.com/ninasun/game_engine/,1,0,0,0,0,0,0,1,0
ningwang100/Android-Application-Restaurant-Finder/,http://github.com/ningwang100/Android-Application-Restaurant-Finder/,1,0,0,0,1,0,0,0,0
NinjaAnon/Automated-Attendance-System/,http://github.com/NinjaAnon/Automated-Attendance-System/,2,0,0,0,2,0,0,0,0
NinjaTrappeur/Projet-tutor-/,http://github.com/NinjaTrappeur/Projet-tutor-/,1,0,0,0,1,0,0,0,0
NinoRurua/Test2/,http://github.com/NinoRurua/Test2/,1,1,0,0,0,0,0,0,0
ninox92/Design-Patterns/,http://github.com/ninox92/Design-Patterns/,4,4,0,0,0,0,0,0,0
ninox92/Modelleren-3/,http://github.com/ninox92/Modelleren-3/,1,1,0,0,0,0,0,0,0
nint22/RayCaster/,http://github.com/nint22/RayCaster/,1,0,0,0,1,0,0,0,0
nintcheu/training/,http://github.com/nintcheu/training/,1,0,0,0,1,0,0,0,0
niparasc/papanikolis-submarine/,http://github.com/niparasc/papanikolis-submarine/,3,0,0,0,3,0,0,0,0
niphree/ir/,http://github.com/niphree/ir/,1,0,0,0,1,0,0,0,0
NipSauce/Leehnus/,http://github.com/NipSauce/Leehnus/,4,0,0,0,4,0,0,0,0
NIRaspberryJam/Raspberry-Jam-Resources/,http://github.com/NIRaspberryJam/Raspberry-Jam-Resources/,2,0,0,0,2,0,0,0,0
nirmalchaudhury/nutrient/,http://github.com/nirmalchaudhury/nutrient/,1,1,0,0,0,0,0,0,0
Nirnette/accounting/,http://github.com/Nirnette/accounting/,1,0,0,0,0,0,0,1,0
nirshandileep/StationaryManagement/,http://github.com/nirshandileep/StationaryManagement/,2,2,0,0,0,0,0,0,0
nisdrissi/Modelisation/,http://github.com/nisdrissi/Modelisation/,33,0,0,0,7,0,0,26,0
nishi13/tec/,http://github.com/nishi13/tec/,1,0,0,0,1,0,0,0,0
nishit-shah/apache-jmeter-2.13/,http://github.com/nishit-shah/apache-jmeter-2.13/,1,0,0,0,0,0,0,0,1
nishizawa23/nishizawa23.github.com/,http://github.com/nishizawa23/nishizawa23.github.com/,10,0,0,0,10,0,0,0,0
nishmittal/ValueAtRisk/,http://github.com/nishmittal/ValueAtRisk/,1,0,0,0,1,0,0,0,0
niteshnarayan/unicasegithub/,http://github.com/niteshnarayan/unicasegithub/,2,0,0,0,2,0,0,0,0
Nithanaroy/AbstractFactoryPattern/,http://github.com/Nithanaroy/AbstractFactoryPattern/,1,1,0,0,0,0,0,0,0
nitish21/Projects/,http://github.com/nitish21/Projects/,1,0,0,0,0,0,0,1,0
nitnaf/Final-Q1/,http://github.com/nitnaf/Final-Q1/,1,0,0,0,1,0,0,0,0
nitnaf/Practice-Set-3/,http://github.com/nitnaf/Practice-Set-3/,1,0,0,0,1,0,0,0,0
nitro2010/moodle/,http://github.com/nitro2010/moodle/,1,0,1,0,0,0,0,0,0
nitroglycerine33/frameworks_base-old4.1.2/,http://github.com/nitroglycerine33/frameworks_base-old4.1.2/,5,0,0,0,3,0,0,0,2
NitruxSA/breeze-icon-theme/,http://github.com/NitruxSA/breeze-icon-theme/,1,1,0,0,0,0,0,0,0
nittikkin/hoc/,http://github.com/nittikkin/hoc/,1,1,0,0,0,0,0,0,0
niulubiao/MyWork/,http://github.com/niulubiao/MyWork/,1,1,0,0,0,0,0,0,0
niumuguang/TribonJig/,http://github.com/niumuguang/TribonJig/,1,1,0,0,0,0,0,0,0
NivekAlunya/csharp/,http://github.com/NivekAlunya/csharp/,8,0,0,0,8,0,0,0,0
Nixon-Joseph/Group7SolarTrails/,http://github.com/Nixon-Joseph/Group7SolarTrails/,1,0,0,0,0,0,0,1,0
niyuang/team-19/,http://github.com/niyuang/team-19/,1,0,0,0,1,0,0,0,0
nizamk/oryx-editor/,http://github.com/nizamk/oryx-editor/,5,5,0,0,0,0,0,0,0
nizmah/SCB/,http://github.com/nizmah/SCB/,1,1,0,0,0,0,0,0,0
njall/wel-seek/,http://github.com/njall/wel-seek/,1,0,1,0,0,0,0,0,0
njdart/botanyAppRepo/,http://github.com/njdart/botanyAppRepo/,4,0,0,1,3,0,0,0,0
njdart/CS_Projects/,http://github.com/njdart/CS_Projects/,2,0,0,0,0,0,0,2,0
njguibert/inventario/,http://github.com/njguibert/inventario/,1,1,0,0,0,0,0,0,0
njimenez/AkkaProjects/,http://github.com/njimenez/AkkaProjects/,1,0,0,0,1,0,0,0,0
njTaljaard/Cos301_Phase2/,http://github.com/njTaljaard/Cos301_Phase2/,7,0,0,0,0,0,0,7,0
njTaljaard/Laminin_CorpseSlasher/,http://github.com/njTaljaard/Laminin_CorpseSlasher/,2,0,0,0,0,0,0,2,0
njusegzyf/AOPTool/,http://github.com/njusegzyf/AOPTool/,3,3,0,0,0,0,0,0,0
njusegzyf/Latex1/,http://github.com/njusegzyf/Latex1/,2,2,0,0,0,0,0,0,0
nk1g13/nk1g13.github.io/,http://github.com/nk1g13/nk1g13.github.io/,2,0,0,0,2,0,0,0,0
NKanabolo/KanaboloNornubari_CSC17a_43950/,http://github.com/NKanabolo/KanaboloNornubari_CSC17a_43950/,1,0,0,0,0,0,0,1,0
nkarapetyan/elevator/,http://github.com/nkarapetyan/elevator/,1,1,0,0,0,0,0,0,0
nkenney21/SimUDuck/,http://github.com/nkenney21/SimUDuck/,1,0,0,0,1,0,0,0,0
nkichev/Clinics/,http://github.com/nkichev/Clinics/,1,0,0,0,1,0,0,0,0
nkichev/Telerik/,http://github.com/nkichev/Telerik/,4,0,0,0,3,0,0,1,0
nklose/CMPUT301/,http://github.com/nklose/CMPUT301/,4,0,0,0,4,0,0,0,0
nkoiv/mists/,http://github.com/nkoiv/mists/,1,0,0,0,0,0,0,1,0
nkolarov/telerik-academy/,http://github.com/nkolarov/telerik-academy/,1,0,0,0,0,0,0,1,0
nkornek/RocketShips/,http://github.com/nkornek/RocketShips/,1,0,0,0,1,0,0,0,0
nkostelnik/Factions/,http://github.com/nkostelnik/Factions/,2,0,0,0,2,0,0,0,0
nkostelnik/viper/,http://github.com/nkostelnik/viper/,2,0,0,0,2,0,0,0,0
NLCR/CZIDLO/,http://github.com/NLCR/CZIDLO/,1,0,0,0,0,0,0,1,0
nlhpc/slurmmanager/,http://github.com/nlhpc/slurmmanager/,1,0,1,0,0,0,0,0,0
nlhsueh/OOSE/,http://github.com/nlhsueh/OOSE/,3,0,0,0,0,3,0,0,0
nlovas/Reflex-Game/,http://github.com/nlovas/Reflex-Game/,1,0,0,0,1,0,0,0,0
nls-oskari/oskari.org/,http://github.com/nls-oskari/oskari.org/,2,0,0,0,2,0,0,0,0
NLSDE-NMS/easypipe/,http://github.com/NLSDE-NMS/easypipe/,1,0,0,0,0,0,0,1,0
nmakw/game-of-life/,http://github.com/nmakw/game-of-life/,1,0,0,0,0,0,0,0,1
NMC-CIT195/Project_TBQuestGame/,http://github.com/NMC-CIT195/Project_TBQuestGame/,1,0,0,0,1,0,0,0,0
NMC-CIT255/TicTacToe.ConsoleApp/,http://github.com/NMC-CIT255/TicTacToe.ConsoleApp/,3,3,0,0,0,0,0,0,0
nmc16/SYSC3303/,http://github.com/nmc16/SYSC3303/,1,0,0,0,1,0,0,0,0
nmc16/TFTPServer/,http://github.com/nmc16/TFTPServer/,3,0,0,0,3,0,0,0,0
nmcnpm13/nmcnpm/,http://github.com/nmcnpm13/nmcnpm/,2,0,0,0,0,0,0,2,0
NMO13/SolidTurn/,http://github.com/NMO13/SolidTurn/,13,13,0,0,0,0,0,0,0
nmodi/monopoly/,http://github.com/nmodi/monopoly/,2,0,0,0,1,0,0,1,0
nmschulte/shared-todo/,http://github.com/nmschulte/shared-todo/,1,0,0,0,1,0,0,0,0
nmtsylla/magal_touba/,http://github.com/nmtsylla/magal_touba/,1,0,0,0,0,0,0,1,0
nncsang/Java-DynamicOffloading/,http://github.com/nncsang/Java-DynamicOffloading/,2,0,0,0,0,0,0,2,0
nnn0n/rozproszone/,http://github.com/nnn0n/rozproszone/,1,1,0,0,0,0,0,0,0
nnnguyen/ReactSample/,http://github.com/nnnguyen/ReactSample/,1,0,0,0,1,0,0,0,0
no0ker/lab01ver03/,http://github.com/no0ker/lab01ver03/,1,0,0,0,0,0,0,1,0
No6things/ATICOMPANY/,http://github.com/No6things/ATICOMPANY/,1,0,0,0,1,0,0,0,0
noahhsmith/oldproject1/,http://github.com/noahhsmith/oldproject1/,2,2,0,0,0,0,0,0,0
noahsegal/DocumentSocialNetworkSimulation/,http://github.com/noahsegal/DocumentSocialNetworkSimulation/,1,0,0,0,1,0,0,0,0
noahsegal/SYSC3110_Lab5/,http://github.com/noahsegal/SYSC3110_Lab5/,1,0,0,0,0,0,0,1,0
noahseis/webrtc2sip/,http://github.com/noahseis/webrtc2sip/,1,0,0,0,1,0,0,0,0
nobe4/ProjectL3Java/,http://github.com/nobe4/ProjectL3Java/,1,1,0,0,0,0,0,0,0
nobilec/gogoal/,http://github.com/nobilec/gogoal/,1,1,0,0,0,0,0,0,0
nobodyiam/netty-in-action/,http://github.com/nobodyiam/netty-in-action/,1,1,0,0,0,0,0,0,0
nocmnt/Real_Estate_CSC305/,http://github.com/nocmnt/Real_Estate_CSC305/,2,0,0,0,0,0,0,2,0
nocquidant/livecoding/,http://github.com/nocquidant/livecoding/,1,0,0,0,1,0,0,0,0
noctho/GOBRepo5Ia/,http://github.com/noctho/GOBRepo5Ia/,1,0,0,0,1,0,0,0,0
NoctivagusObitus/EinkaufsApp-Doku/,http://github.com/NoctivagusObitus/EinkaufsApp-Doku/,5,0,0,0,4,1,0,0,0
NoctusNerdin/Studia/,http://github.com/NoctusNerdin/Studia/,2,0,0,0,2,0,0,0,0
nodejs/node-convergence-archive/,http://github.com/nodejs/node-convergence-archive/,1,0,0,0,1,0,0,0,0
nodejs/node-v0.x-archive/,http://github.com/nodejs/node-v0.x-archive/,1,0,0,0,1,0,0,0,0
nodoherty/ColdFusion-Koans/,http://github.com/nodoherty/ColdFusion-Koans/,1,1,0,0,0,0,0,0,0
noeliarodriguez/AED-tp4-Notaciones/,http://github.com/noeliarodriguez/AED-tp4-Notaciones/,1,0,0,0,0,0,0,1,0
noelle/RubiksCube/,http://github.com/noelle/RubiksCube/,1,0,0,0,1,0,0,0,0
nofactor/project/,http://github.com/nofactor/project/,11,11,0,0,0,0,0,0,0
nograu/documentos/,http://github.com/nograu/documentos/,1,0,0,0,1,0,0,0,0
nogsantos/study-design-patterns/,http://github.com/nogsantos/study-design-patterns/,15,0,0,0,0,0,0,15,0
Nohemy/Tarea2Progra2/,http://github.com/Nohemy/Tarea2Progra2/,1,0,0,0,1,0,0,0,0
nohepe/XPRO2_NOHEL_KU2/,http://github.com/nohepe/XPRO2_NOHEL_KU2/,1,1,0,0,0,0,0,0,0
nohsamp/cmu-mse-costcode/,http://github.com/nohsamp/cmu-mse-costcode/,4,4,0,0,0,0,0,0,0
NoiseProject/android_frameworks_base/,http://github.com/NoiseProject/android_frameworks_base/,3,0,0,0,1,0,0,0,2
Nokee/SmartHouseOOAD/,http://github.com/Nokee/SmartHouseOOAD/,3,0,0,0,0,0,0,3,0
Nolan330/CS27x/,http://github.com/Nolan330/CS27x/,2,1,0,0,0,0,0,1,0
nolith/CaptureMJPEG/,http://github.com/nolith/CaptureMJPEG/,1,1,0,0,0,0,0,0,0
nomadicoder/stageorders/,http://github.com/nomadicoder/stageorders/,2,1,0,0,1,0,0,0,0
NomBytes/Paint/,http://github.com/NomBytes/Paint/,1,0,0,0,0,0,0,1,0
Nomelihp/Opium/,http://github.com/Nomelihp/Opium/,1,0,0,0,1,0,0,0,0
nomemm/AddressExtractor/,http://github.com/nomemm/AddressExtractor/,1,1,0,0,0,0,0,0,0
nomis43/Profitrolls/,http://github.com/nomis43/Profitrolls/,4,4,0,0,0,0,0,0,0
Nomis87/tajoAuction/,http://github.com/Nomis87/tajoAuction/,2,2,0,0,0,0,0,0,0
NoMoKeTo/choo/,http://github.com/NoMoKeTo/choo/,1,0,0,0,1,0,0,0,0
nonatin1000/iRestaurante/,http://github.com/nonatin1000/iRestaurante/,2,0,0,0,2,0,0,0,0
nonefly/rapid-framework/,http://github.com/nonefly/rapid-framework/,1,0,0,0,0,0,0,1,0
NoNo1234/the_walking_project/,http://github.com/NoNo1234/the_walking_project/,62,0,0,0,0,0,0,0,62
nonotOnanad/myRepo/,http://github.com/nonotOnanad/myRepo/,60,0,0,0,60,0,0,0,0
nonrational/eclipse-juno-sr2/,http://github.com/nonrational/eclipse-juno-sr2/,2,0,0,0,2,0,0,0,0
Noobaseem/Competitive-Programing/,http://github.com/Noobaseem/Competitive-Programing/,1,0,0,0,1,0,0,0,0
noobymatze/bikerental/,http://github.com/noobymatze/bikerental/,1,0,0,0,1,0,0,0,0
noodles723/noodles723.github.io/,http://github.com/noodles723/noodles723.github.io/,1,0,0,1,0,0,0,0,0
noonienkanth/PAIAP/,http://github.com/noonienkanth/PAIAP/,1,0,0,0,0,0,0,1,0
noparking/alticcio/,http://github.com/noparking/alticcio/,2,0,0,0,2,0,0,0,0
noquierouser/memoria-tt-2014/,http://github.com/noquierouser/memoria-tt-2014/,7,4,0,0,1,0,0,2,0
norberto/Gravis/,http://github.com/norberto/Gravis/,1,1,0,0,0,0,0,0,0
Norbo11/TopBuilders/,http://github.com/Norbo11/TopBuilders/,2,0,0,0,2,0,0,0,0
Norbygyerek/dolgozat/,http://github.com/Norbygyerek/dolgozat/,1,0,0,0,1,0,0,0,0
nordfalk/javabog-oop/,http://github.com/nordfalk/javabog-oop/,1,0,0,0,1,0,0,0,0
nordmoen/IT3708-Evo/,http://github.com/nordmoen/IT3708-Evo/,1,0,1,0,0,0,0,0,0
nordri/JMeterExtension/,http://github.com/nordri/JMeterExtension/,2,0,0,0,0,0,0,0,2
noremac1990/Checkers/,http://github.com/noremac1990/Checkers/,1,0,0,0,1,0,0,0,0
noritsuna/zedroid_frameworks_base/,http://github.com/noritsuna/zedroid_frameworks_base/,2,0,0,0,0,0,0,0,2
Norkart/NK-VirtualGlobe/,http://github.com/Norkart/NK-VirtualGlobe/,2,0,0,0,2,0,0,0,0
NormanColoma/Alojamientos/,http://github.com/NormanColoma/Alojamientos/,1,0,0,0,0,0,0,1,0
NormandLemay/log210/,http://github.com/NormandLemay/log210/,4,0,0,0,3,1,0,0,0
normann96/Shop/,http://github.com/normann96/Shop/,1,0,0,0,1,0,0,0,0
norteksoft/iMatrix6.0.0Dev/,http://github.com/norteksoft/iMatrix6.0.0Dev/,1,1,0,0,0,0,0,0,0
northdigital/SqlWorker/,http://github.com/northdigital/SqlWorker/,4,4,0,0,0,0,0,0,0
NorthernDemon/Distributed-Hash-Table/,http://github.com/NorthernDemon/Distributed-Hash-Table/,1,0,0,0,1,0,0,0,0
NorthwoodsSoftware/GoJS/,http://github.com/NorthwoodsSoftware/GoJS/,1,0,0,0,1,0,0,0,0
Norwaying/HeadFirstDesignPattern/,http://github.com/Norwaying/HeadFirstDesignPattern/,2,2,0,0,0,0,0,0,0
nosliwneb/robocut/,http://github.com/nosliwneb/robocut/,1,0,1,0,0,0,0,0,0
nosun/docker_practice/,http://github.com/nosun/docker_practice/,1,0,0,0,1,0,0,0,0
nosun/php-resque-cronjob/,http://github.com/nosun/php-resque-cronjob/,2,0,0,0,2,0,0,0,0
notail/learnEr/,http://github.com/notail/learnEr/,1,0,0,0,1,0,0,0,0
notarip/appinfo/,http://github.com/notarip/appinfo/,1,0,0,0,1,0,0,0,0
NotAVeryIntelligentSystem/NARVIS/,http://github.com/NotAVeryIntelligentSystem/NARVIS/,1,0,0,0,1,0,0,0,0
NotCrowdingOutRuoshi/Organ-Donation/,http://github.com/NotCrowdingOutRuoshi/Organ-Donation/,3,0,0,0,3,0,0,0,0
notionquest/ProjectDocumentation/,http://github.com/notionquest/ProjectDocumentation/,1,0,0,0,0,0,0,1,0
notsag/demineur/,http://github.com/notsag/demineur/,4,0,0,0,4,0,0,0,0
notyourwork/madman/,http://github.com/notyourwork/madman/,2,0,0,0,2,0,0,0,0
Noughmad/Sola/,http://github.com/Noughmad/Sola/,1,0,0,0,1,0,0,0,0
Noughmad/Wobble/,http://github.com/Noughmad/Wobble/,1,0,1,0,0,0,0,0,0
noullez/Projet_JavaScript/,http://github.com/noullez/Projet_JavaScript/,1,0,0,0,0,0,0,1,0
NovaMinix3/rpi_b/,http://github.com/NovaMinix3/rpi_b/,1,0,0,0,1,0,0,0,0
novaonline/BuilderBridgeCOF/,http://github.com/novaonline/BuilderBridgeCOF/,2,2,0,0,0,0,0,0,0
Novarg1/SWOP21/,http://github.com/Novarg1/SWOP21/,1,0,0,0,1,0,0,0,0
Novatouch/BeProg/,http://github.com/Novatouch/BeProg/,1,1,0,0,0,0,0,0,0
Novatouch/Corba/,http://github.com/Novatouch/Corba/,1,1,0,0,0,0,0,0,0
Novatouch/ProgJava/,http://github.com/Novatouch/ProgJava/,2,2,0,0,0,0,0,0,0
Novatouch/stri-quiz/,http://github.com/Novatouch/stri-quiz/,1,1,0,0,0,0,0,0,0
nover/dtu-02165/,http://github.com/nover/dtu-02165/,2,2,0,0,0,0,0,0,0
novokrest/JBIDEA/,http://github.com/novokrest/JBIDEA/,1,1,0,0,0,0,0,0,0
Novthirteen/PMS/,http://github.com/Novthirteen/PMS/,2,0,0,0,0,0,0,0,2
novusweb/Magento2/,http://github.com/novusweb/Magento2/,1,1,0,0,0,0,0,0,0
Nowax/flick_color/,http://github.com/Nowax/flick_color/,2,1,0,0,0,0,0,1,0
noyangunday/dali/,http://github.com/noyangunday/dali/,1,0,0,0,1,0,0,0,0
NoZip/crayon/,http://github.com/NoZip/crayon/,1,0,1,0,0,0,0,0,0
npcode/computer/,http://github.com/npcode/computer/,1,0,0,0,0,0,0,0,1
NPellet/jsNMR/,http://github.com/NPellet/jsNMR/,1,0,0,0,1,0,0,0,0
npenin/uss/,http://github.com/npenin/uss/,1,1,0,0,0,0,0,0,0
npetalid/Promasi-V2/,http://github.com/npetalid/Promasi-V2/,2,2,0,0,0,0,0,0,0
npi-ufc-qxd/gpa-assuntos-estudantis/,http://github.com/npi-ufc-qxd/gpa-assuntos-estudantis/,2,0,0,0,2,0,0,0,0
npi-ufc-qxd/gpa-pesquisa/,http://github.com/npi-ufc-qxd/gpa-pesquisa/,2,0,0,0,2,0,0,0,0
npi-ufc-qxd/siaf/,http://github.com/npi-ufc-qxd/siaf/,3,0,0,0,3,0,0,0,0
npi-ufc-qxd/sisat-sistema-de-atendimento/,http://github.com/npi-ufc-qxd/sisat-sistema-de-atendimento/,2,0,0,0,1,0,0,1,0
npincomplete/tetris/,http://github.com/npincomplete/tetris/,1,1,0,0,0,0,0,0,0
nplant/nplant/,http://github.com/nplant/nplant/,5,0,0,0,5,0,0,0,0
npow/UW/,http://github.com/npow/UW/,8,0,8,0,0,0,0,0,0
