repo,stargazers_count
joelturnbull/pry-talk-demo-rescue-rspec,2.0
asajbel/werescrewed,2.0
berlinbrown/openbotlist,2.0
berlinbrown/MiniJSchemeLinkedList,2.0
uqbar-project/el-libro-de-paradigmas,2.0
nickelsworth/llvmpascal,2.0
CMPUT301F13T05/Team05_CYOA,2.0
Kriegspiel-Team/Kriegspiel,2.0
CMPUT301F13T01/CreateYourOwnAdventure,2.0
CMPUT301F12T07/classproject,2.0
CMPUT-301F14T10/project,2.0
ingadhoc/odoo-kinesis-classes,2.0
cmoylan/dotfiles,2.0
Oximore/P2P,2.0
CMon/dld,2.0
pprimm/mqtt-demo-server,2.0
askpt/ExpenseManager,2.0
cloew/WiiCanDoIt-Framework,2.0
bruce-sha/leb,2.0
pabragin/SocialNet,2.0
jmil/treeGenerator,2.0
kolovsky/PT_SP,2.0
nikhilsh/A-N-D-R-O-I-D-B-O-Y-S,2.0
pacelee1024/Final-Year-Project-EMG,2.0
unicase-ls1/unicase,2.0
classicnerd/frameworks_base,2.0
syre/SortingIndustrialRobot,2.0
kondziu/AtomicRMI,2.0
jmbruel/ACSI,2.0
ioz9/lewa_code_frameworks,2.0
NikolasHerbst/BUNGEE,2.0
thomasdewaelheyns/po-mindstorms,2.0
bruno147/driver-ga,2.0
Bruno26/hola-bebe,2.0
knildark/movilmaker,2.0
OmeGak/HybridKnapsack,2.0
JMLjml/CMSC495,2.0
clockzhong/WrapLAMP,2.0
ondino4ka/kursovaja,2.0
toteto/NaoBlackjack,2.0
jugka/jugka-site,2.0
Nifdoolb/Server,2.0
benthomasson/db-designer,2.0
juhoffma/jboss-soe,2.0
inwebo/My.DeviantArt-API,2.0
sylvose/GitHub,2.0
omphalos/panopticonsole,2.0
asterisk/pjproject,2.0
pablohenrickdiniz/virtual-physics,2.0
iobase/activiti-spring-boot-billProcessExample,2.0
nihathrael/gamearchitecture-report,2.0
nijave/apporchard,2.0
nikelin/gwtent,2.0
BrokenROM/frameworks_base,2.0
nikeyes/MarvelKata,2.0
playerO1/FieldBOT,2.0
play-project/play,2.0
IncQueryLabs/incquery-evm-jdt,2.0
nover/dtu-02165,2.0
nusdbsystem/singa-docs,2.0
karol-gruszczyk/graphics-engine,2.0
jarvis57/CS3217-Bubble-Blast,2.0
tfisher1226/ARIES,2.0
BackupTheBerlios/openaqua-svn,2.0
jasonbrooks/mlstats-openshift-quickstart,2.0
cerndb/wls-cli,2.0
PhilippeGeek/RageGo,2.0
tferr/cx3d-mvn,2.0
karthiv/Star-Buddy,2.0
tsm/DroidObserver2,2.0
celtre/UWorks,2.0
jasterJung/JasterEmbeddedServer,2.0
philipdesmedt/Thesis-Latex,2.0
philanderson888/showcase,2.0
Katarzynasrom/patch-hosting-for-android-x86-support,2.0
Novatouch/stri-quiz,2.0
tschroefel/synfm,2.0
tgebarowski/edami-gsp,2.0
karlentwistle/cherrypicker,2.0
tylerfox/HashtagGolf,2.0
pchaigno/varsoft,2.0
caraci/ihotel,2.0
janhaag/PSE2011,2.0
teamIndexZero/index_zero_trafficsystem,2.0
Physwf/physwf-c-lab,2.0
cgibson/ISVCDoc,2.0
phyper/FlatOrganizer,2.0
PHPFrame/Mashine,2.0
jaredivey/ns-3-sdn,2.0
barnhill/BloodSpider,2.0
barentsen/python-course,2.0
barcharcraz/SMMM,2.0
NorthernDemon/Distributed-Hash-Table,2.0
Tycale/care4care,2.0
kerko/epic,2.0
Peacefield/LifeSubs,2.0
JAVEO/gridzzly-example,2.0
NTUDesignPatterns2014/DrawDroid,2.0
Buzdygan/ai-arena,2.0
CARMinesDouai/PhaROS-Book,2.0
tungpun/group14_k57ca,2.0
casualsimpleton/EveryDaySpaceStation,2.0
CCAFS/CCAFS-AgTrials,2.0
KDE/kdev-krazy2,2.0
jcmuller/msewage-importer,2.0
PeterNet1/HashtagNoPower,2.0
cbrun/acceleo-launcher-examples,2.0
cbig/zupport,2.0
cbenoist/Slech,2.0
jce-il/sw-modeling-class,2.0
Temasys/skylink-android-wear,2.0
nrao/FLAG-Beamformer-Devel,2.0
jboyflaga/StudInfoSys.AspNetMvc4,2.0
caztial/php-user-role-design-pattern,2.0
jbugbeijing/swarmmsa,2.0
ttzeng/lpcopen,2.0
Ballaw/Wall-Following-Amigabot,2.0
Tuqz/Helion,2.0
cassiobotaro/Trabalho_LP3,2.0
jdeolive/geoserver-old,2.0
cdies/labs,2.0
carpikes/ingsw1-eftaios,2.0
Tedworthy/ATLAST,2.0
npenin/uss,2.0
peteratseneca/bti420winter2015,2.0
jawi/ApacheAnt.docset,2.0
KECProjectGroupURMS/SurferLiteDev,2.0
carvalhomb/tsmells,2.0
JDK-X/platform_frameworks_base,2.0
NTB-Software-Projekt/Excel-Administration,2.0
caseyscarborough/notes,2.0
Jawsarn/SummerEngine,2.0
caspar/Altova,2.0
ntbrewer/Pyspectr,2.0
kdk-pkg-soft/freehep-ncolor-pdf,2.0
KDE/quanta,2.0
TurboROM/frameworks_base,2.0
kevholditch/Rotation,2.0
thanhtanh/MDA,2.0
chaimt/Tikal-Java-RoadMap,2.0
pcego/BDII,2.0
ucijava2014b/design,2.0
jgralab/grabaja,2.0
pisilinux/uludag,2.0
bbalazs/userweave,2.0
kibotu/net.gtamps,2.0
jgardner8/Text-Adventure,2.0
CafeGIS/gvSIG2_0,2.0
JacobHunsberger/Chess350,2.0
pipedrive/gilde,2.0
Jacobingalls/coldboot,2.0
piotrpolak/automatic-multilevel-car-park-simulator,2.0
tbielawa/Class-Code,2.0
jacobsa/dbnz,2.0
KHProjects/KH-Parker-Fox,2.0
jadenxu/sketch-modeling,2.0
chengguixing/iArt,2.0
bazile/Training,2.0
C204-242-DJSMT/Assignment-2,2.0
oddshocks/battlestar,2.0
pitaatip/Cyberwej,2.0
Kadaster/TOP10NL,2.0
bvamanan/ns3,2.0
ogf/DARE,2.0
jhpoelen/cal-sailing-cam,2.0
izzabudaka/Animus,2.0
nlhpc/slurmmanager,2.0
kaat/hpmorru,2.0
oerpub/oerpub.remix,2.0
kadeng/elias-nlp,2.0
JackOBrien/Chess,2.0
B-Translator/B-Translator.github.io,2.0
trillium-bridge/trillium-bridge-transformer,2.0
killerfriend/womprats,2.0
byui-burton/cs165-course,2.0
UCSD-TIES/DVS-Python,2.0
jguze/ACiv,2.0
TheGuTy/TdP2015,2.0
jainebri/Super-Simple-Stocks,2.0
pingo-io/resources,2.0
pawlew/Analiza-i-Modelowanie,2.0
jamesward/running_java_play_and_scala_apps_on_the_cloud,2.0
Team-Echo/CSTIB-Echo,2.0
noelle/RubiksCube,2.0
the-hobbes/softwareEngineeringFinalProject,2.0
team2roundrock/dev,2.0
chango1611/JGAL,2.0
jessehon/etsy-convos,2.0
ChangeVision/astah-xmi-import-plugin,2.0
Tywholland/CalPolySchoolWork,2.0
BasicConceptClassification/ClassificationDeveloper,2.0
typischmann/retail-crm,2.0
ChakaZulu/my_tuxbox_apps,2.0
pcalcado/bananiser,2.0
OARK/OARK,2.0
barrybecker4/bb4-puzzles,2.0
noparking/alticcio,2.0
jaminzzhang/jaminzzhang.github.io,2.0
jameshay218/antigenic_drift,2.0
JamesFoxChen/CodeLibrary,2.0
baudvix/roboteams,2.0
TruffleHog/Documentation,2.0
jakneute/Earthworm-Jim-Full-Sail-Game-Project,2.0
theblacksmith/Baze,2.0
tddold/Team-Fortress-,2.0
UBC-CS410/orz,2.0
OBHITA/Asam-Beta,2.0
charly-palencia/sunset_rider,2.0
jalaluddin/shopmaker,2.0
khasang-incubator/JavaWeb20160124-Team2,2.0
Chapstic/NomNet,2.0
kamanashisroy/shotodol,2.0
jalcaldea/Empotrados,2.0
TheAxeC/AxeSki,2.0
Jetsly/pjsip-csharp,2.0
bass3l/SmokeSim2D,2.0
ObeoNetwork/UML-Database-Designer,2.0
chapuni/lldb,2.0
overturetool/overturetool.github.io,2.0
cawka/ns-3-dev-ndnSIM,2.0
overture8/jruby_itext,2.0
tjgillies/distributed-draw,2.0
nettube/librail,2.0
ilsec/ilsec.github.io,2.0
borc/usaproxy-tools,2.0
JohnTunstall/barani-patriot-game,2.0
svn2github/doubango,2.0
LabmicUFSC/gambicoptero-v2,2.0
openbaton/openbaton.github.io,2.0
ktrnka/ParseTreeApplication,2.0
tomatau/intensive_presentation,2.0
OpenFora/openqwaq,2.0
orbitfp7/libvirt,2.0
SuperV1234/veeForum,2.0
timezra/UML-Testing-Tool,2.0
SuppenGeist/pse-ws1516-videoencoder-ta,2.0
arjunvekariyagithub/KnowYourSubject-KYS,2.0
openflexo-team/openflexo-technology-adapters,2.0
NGO-DB/helgo_db,2.0
tomcurran/quizerables,2.0
utcoupe/coupe15,2.0
codehaus/picocontainer,2.0
nguyenhuuhuy/mygeneration,2.0
co0k/TreasureHunt,2.0
jponge/izpack-full-svn-history-copy,2.0
jpmrno/ByteMii,2.0
johncowie/hellotwu,2.0
tomasbasham/ember-campfire,2.0
Conglang/conglang.github.io,2.0
congdongdotnet/WebDbConnector,2.0
ksmiley/ticket-lottery,2.0
preston/emphasays,2.0
ilyessou/argouml,2.0
cmuphyscomp/16-223-f15,2.0
josecols/modula,2.0
jphacks/KB_11,2.0
boschthomas/RDF-Constraints-Vocabulary,2.0
timcrider/IPLocker,2.0
ilucin/relsem-bridge-backend,2.0
opaeum/opaeum,2.0
ilteoood/Viope2014,2.0
svn2github/jdic,2.0
lakat/snakerace,2.0
usk108/loose-leaf,2.0
opla-tool/opla-tool,2.0
priosalvarez/CSCI_6461,2.0
joliebig/featurehouse_fstcomp_examples,2.0
nhannhan159/NLayerAppV2,2.0
collectionspace/installer,2.0
idolord/CryptDuel,2.0
bluemix/mallba,2.0
jonswaino/FileHelpers-fork,2.0
opendatatrentino/semtext,2.0
collective/collective.easytemplate,2.0
jonpugh/director,2.0
ifthisandthat/devbox,2.0
ColdBox/cbox-cbcommons,2.0
ColdBox/cbox-feeds,2.0
collaby/collaby,2.0
Osbern/ISTIC_M2GL,2.0
IncodingSoftware/Browsio,2.0
orlandobcrra/dtt,2.0
idrdex/stargeo,2.0
jonaustin/advisoryscan,2.0
ProjektAugustiner/yamoda-wiki,2.0
ColdBox/cbox-messagebox,2.0
SusirinkeLaborui/Laboras21,2.0
coldstorm/DesktopCS,2.0
projectgroepA1/ProjectgroepA1,2.0
titokone/kohahdus,2.0
bluekite/seniorproject,2.0
iHandy/MROCourse,2.0
IdeasStorm/PhysiXLab,2.0
arsenij-solovjev/OpenStoryboards,2.0
OpenBusinessSolutions/odoo-karina,2.0
bombardellif/probabilistic-color-by-numbers,2.0
Orcomp/Orc.CollectionValidator,2.0
coderofsalvation/bullmq,2.0
jonasalessi/abntex2-unoesc,2.0
IDCI-Consulting/NotificationApiClientBundle,2.0
IDCI-Consulting/PartnerBundle,2.0
opencimi/rm,2.0
OS2CPRbroker/cprbroker,2.0
codesandtags/springsource-labs,2.0
nevella/alcina,2.0
SvenHolmager/Casablanca,2.0
tony-azevedo/FlyAnalysis,2.0
tonivdv/tonivdv.github.com,2.0
Kurt-E-Clothier/java-card-game-engine,2.0
openfigis/vme,2.0
timoteoponce/portable-AddressBook,2.0
jonasrk/Minecraft-MicroPsi-Bachelorarbeit,2.0
Property404/OSIR,2.0
newtonis/head_soccer_network,2.0
PrehistoricTeam/pycrypt,2.0
propra12-orga/Gruppe48,2.0
Nepta/nixjdr,2.0
useblocks/useblocks.github.io,2.0
ooad-2014-2015/HeritageDev,2.0
BlackhoefStudios/DropIt,2.0
krzysztofmaslak/scea,2.0
toebbel/buschtrommel,2.0
birkz/fantasy-football,2.0
Bitbored/Wake-up-Robot-Client,2.0
ooad-2014-2015/KitKat,2.0
joshuaeckroth/csci221-website,2.0
LancelotOrz/RequirementManagementSystem,2.0
preetum/archive,2.0
CMPUT301W14T11/Team11Prototype,2.0
TIGRLab/NI-ML,2.0
OpenNMS/installer,2.0
bownie/Brazil,2.0
juanferreyra/TPCampeonato,2.0
AresEkb/mda_course,2.0
Tiger66639/code-0,2.0
Bernardo-MG/docs-bootstrap-template,2.0
osm2vectortiles/osm2vectortiles-thesis,2.0
jpainam/xbpel,2.0
prosperllc/Prosper-Android-SDK,2.0
inbloom/ingestion-validation,2.0
tmtxt/microcontroller-emulation,2.0
CMPUT301W15T07/TravelTracker,2.0
NIC-Federal/myfda,2.0
imperialft/jquantlib,2.0
johannnovak/pokemon_vivarium,2.0
RonaldKlaus/thesis,1.0
JordanAupetit/lkc-bdx,1.0
jessicayuen/scout,1.0
JessonW/rd_docs,1.0
RomanKoshelev/virtocommerce,1.0
exhibia/exhibia,1.0
geekboxzone/mmallow_frameworks_base,1.0
openmapsoftware/mappingtools,1.0
Ronald-Liu/Angry-Shoes,1.0
fzhenmei/MyBlog,1.0
jcmandersson/Operation,1.0
romulolink/Monografia---Caapora-RPG,1.0
fxpqfxpq/TeamJRRTolkien,1.0
mekkis/kokeiluAlusta,1.0
Marker451/Performance-profiler,1.0
markflorisson/puma,1.0
RomanGolovko/Valtech_,1.0
mcgredonps/open-dis-cpp,1.0
gabrielcc2/AStudyOnCrossLanguageInformationRetrievalSupportForAResearchPaperRecommender,1.0
MetalTech/CleanDataGenerator,1.0
kbumsik/Localization-in-Robot-Network,1.0
marianadinf/iDeal,1.0
jriegel/FreeCAD,1.0
geekstore/ppbox,1.0
mkloubert/phpLiveDoc,1.0
mannisc/jukebox,1.0
metasepi/metasepi-website,1.0
GeeQuery/cxf-plus,1.0
G-Node/Morphjongleur,1.0
G10h4ck/nmap-gsoc2015,1.0
exedio/copernica,1.0
G33KatWork/GeexEngine,1.0
mariomac/moo,1.0
maritrud/ttm4115,1.0
nshen/as3DesignPattern,1.0
Romanow/petri-nets,1.0
gabriela-motta/CentralGames,1.0
jesusc/bento,1.0
kazutomi/xiphqt,1.0
milram/ogre-1.7.4-osx,1.0
Gabino3/socAI,1.0
romaolucas/PokemonHolyWater,1.0
kamiljano/PCRemote,1.0
manojfdo/SMM,1.0
MediaMotionCommunity/MediaMotion,1.0
mcclintock-lab/esri-uc-presentation-2012,1.0
mkprz/bakshi,1.0
markbastian/jpirates,1.0
Metaswitch/pjsip-upstream,1.0
jetgeo/SOSI-Vegnett,1.0
mcdujan/mvc,1.0
oreon/wcprojects,1.0
Milvus-4/BomberMat,1.0
peterdocter/android-gcc-objc2-0,1.0
kanawish/NVScene2014.ProcGenContent,1.0
ExceptionOfficial/ExcepTron,1.0
Estoque86/Comparison_New_Simulators,1.0
G4mouse/UMLabyrinth,1.0
mimosa-org/ws-cir,1.0
jesusc/eclectic,1.0
Jean-MarcDENIEL/C4Sci,1.0
MekdourYassine/Mobilis-App,1.0
jgallud/monopoly,1.0
obullo/obullo-future,1.0
Rostifar/WordsWithBytes,1.0
PauloRocio/ECommerce,1.0
frodoking/frodoking.github.io,1.0
MehrdadLinux/MehrdadLinux.github.io,1.0
jghibiki/SongHaven,1.0
rossillingworth/UmlEditorChomeApp,1.0
paulvi/log4node,1.0
petrsvetrcokolada/Spitt,1.0
js3611/WebApp,1.0
jgarcia-ias/SITE,1.0
pavanpc/Message-Queue,1.0
Mehtabali/ITAcademy,1.0
mlabouardy/Pluto-Rover,1.0
metno/wdb-gribload,1.0
ORiGiNe/userspace-usb-serie,1.0
friedrico/SkatProject,1.0
ez9115/GT-CS6310-Team27-Project3,1.0
jgralab/jgralab-dhht,1.0
jguegant/jguegant.github.io,1.0
ezefranca/LogiKiD-Allegro5-Game,1.0
Marloncheg182/Examples,1.0
mladendinev/Kalaha,1.0
mikevd92/javafx,1.0
Sarwan/Picture-Book-Creator,1.0
robert3005/Othello,1.0
ManIkWeet/GlitchEngine,1.0
jonesrl/redundancy,1.0
SAS-Systems/Unveiled-Documentation,1.0
fresheneesz/experiments,1.0
paulomach/TG-II,1.0
kaleucaminha/aljava,1.0
rothhound/soportec,1.0
joshuacoles/school-notes,1.0
fructu/abidos,1.0
jfairbank/orchestrating-apps-angular,1.0
jfraser16/SoftwareEngineering,1.0
funkring/fdoo,1.0
jcechak/pokemon-league-manager,1.0
pawanpoudel/Branded,1.0
roomeasedev/RoomEase,1.0
Further077/cs313f12p1a,1.0
jfdm/idris-uml,1.0
jcfr/Slicer3,1.0
jfcollin/ProjetProWeb,1.0
sasd13/explain,1.0
gabrielcc2/ID3AlgorithmForLeaningDecisionTree,1.0
rongk-team/bex-doc,1.0
kallexander/ProjectC4,1.0
MC302/Cluster-MC302,1.0
sasfeld/BBAW,1.0
manjunathkg/liveserver,1.0
FunkMonkey/Bound,1.0
MarkPThomas/Polymorphism,1.0
rootjs/design,1.0
mikhaildubov/Planets,1.0
frugalware/devil505,1.0
eyjane/btf,1.0
Eyescale/equalizergraphics.com,1.0
Rosalila/FlatSite,1.0
jfmonette/MGL801,1.0
JonJam/avsummariser,1.0
estebanc95/tdp2015,1.0
RobertHolzhauser/MindStorm,1.0
jflinn18/CS172-FP,1.0
mikolajs/milionaire,1.0
MBoukhris/BusMaster,1.0
jflinn18/BasicEncyption-ciphers,1.0
jonocodes/howToEntertainAJuggler,1.0
fueki/SampleProject,1.0
kcbanner/ece355-garth,1.0
mcmohd/TESTING10,1.0
schmokko/Dezibel,1.0
evan2048/PanoDemo,1.0
pedrotst/monografia,1.0
kaustubhcs/Sony,1.0
jphacks/TK_09,1.0
sbojchuk/ccms,1.0
mdfeist/CMPUT301F12T12,1.0
maraist/fastcache,1.0
gavalda/CalcPolo,1.0
gavinyu1988/Android-SDK,1.0
pelluch/mashups-backend,1.0
ManuelMichelis/tdp15,1.0
gazachin/frameworks_base,1.0
mduduzik/flowframe,1.0
SBR2015/ootalk,1.0
openturns/ottemplate,1.0
joseantoniosa/EduXes,1.0
gautam-kumar/vriksha,1.0
mix3/dbic-prefetch-sample,1.0
GabrielDiniz/flux,1.0
MarcDahlem/ANSUR,1.0
marcelolemes/PhotoLabMaster,1.0
jeremiedecock/botsim,1.0
geek-caroline/Java-Command-Line-Bowling-Project,1.0
JPAT-ROSEMARY/SCUBA,1.0
jepler/linuxcnc,1.0
ethermarket/democracy,1.0
opla-tool/architecture-representation,1.0
Mistymush/The_Rock_Lives,1.0
meng004/JournalVoucherAudit,1.0
mdelrosso/testing,1.0
nyholmniklas/vaadinInvoiceGenerator,1.0
joseph-ortiz/ECommerce_AdvancedProgramming,1.0
jdk2pq/cs4240,1.0
nydehi/JWSCL_Fork,1.0
karlnp/winter-phase,1.0
nurdymuny/ExquisiOS,1.0
pengttyy/thinking-in-java,1.0
sbunciak/test-result-tracking-system,1.0
openturns/doc,1.0
per-garden/omnildap,1.0
JeanVEGA/MI-MPR-DIP,1.0
robojamison/cmsc204,1.0
mappiamo/mapi-wikitude,1.0
Perraudeau/whatToCook,1.0
scanniza/DesktopHipster,1.0
jeanpi/360website,1.0
GDGAracaju/gdg-mercado,1.0
memoriavirtual/memoria_virtual_doc,1.0
mebusw/Maritime-Silk-Road,1.0
schaazzz/egg_catcher,1.0
gcraig/Prototypes,1.0
percious/sproxdox,1.0
jeanmariefavre/asop,1.0
etodd/one-weird-trick,1.0
ESRF/DAS,1.0
mar5/webdip,1.0
peruginni/Importium,1.0
openglass/openglass,1.0
robotota/zilant-doc,1.0
jpauger/TROYENS,1.0
pentix/spacetraveler,1.0
RobotML/RobotML-SDK,1.0
joseluisillana/sparkjava-api-restful,1.0
jeferrb/controlePresencas,1.0
GBeckerRS/trabGBredes,1.0
scale-proactive/scale-proactive,1.0
jeferrb/ControleDePresencas,1.0
null00/CodeComp,1.0
mjorod/textram,1.0
Jedzia/Humbug,1.0
gcalderone/PlanetC,1.0
GDP9/CecilRPi,1.0
gary109/pjturn-srv,1.0
gary109/pjhelloworld,1.0
rodricifuentes1/authentication-manager,1.0
robertsj/serment,1.0
kantoku009/DigitalFilter,1.0
pcakhilnadh/theRUN,1.0
sauloo/Vendas,1.0
rolandkrueger/RoKlib,1.0
marfoldi/SRTNGLGRTHMS,1.0
Galaxian-Soup/android_frameworks_base,1.0
Galaxy-Nexus-Project/android_frameworks_base,1.0
evolya/corpsecurity,1.0
Estoque86/ndnSIM_MicTort,1.0
geekboxzone/mmallow_external_lldb,1.0
MerchanskyAlexandr/SuperMario,1.0
MarekBillington/Batteries_Not_Included,1.0
jerrysbest/git,1.0
jeronimo33/SA3,1.0
jraduget/kaleido-repository,1.0
kanpinar/CSharp_OOP_and_DesignPattern,1.0
peteratseneca/dps907fall2015,1.0
Rom1deTroyes/Afpa2015,1.0
gabrielsimas/artigos-devmedia,1.0
KaneRoot/public,1.0
OpenLocalization/openloctest_full,1.0
minhnguyen-balance/oro_platform,1.0
jpcarreira/MyLocations,1.0
pbjuhr/AntiTowerDefence,1.0
gabrielpolobrallard/LaboratorioFinal,1.0
EWUDesignPatterns/Project,1.0
romac0503/GameState_Manager,1.0
Kanma/Ogre,1.0
EWUDesignPatterns/Assignment1,1.0
gabrielssilva/des-2015.2,1.0
Kanma/pymc,1.0
meriosol/etr,1.0
Gabs48/Master_thesis,1.0
JoshCheek/object-model-hash-style,1.0
OrangeTux/thema42,1.0
pdelmoral/NIT2012,1.0
roigrande/globalpms,1.0
Marco-Meyer/TINF13AIBI-MYO,1.0
jorgesep/Tesis,1.0
MarcHauptmann/fem,1.0
kape1395/biosensor.solver-2D,1.0
misop/diplomovka,1.0
garcianavalon/cheminformaticstermproject,1.0
jeremydanielfox/game_engine,1.0
Melyre/Projet-Tamagoshi,1.0
geek41/geek41.github.io,1.0
OADA/oada-ref-impl-java,1.0
garland3/robotSimulation,1.0
josephstalin117/javaLearning_Note,1.0
jormunmor/doctorado,1.0
rodrigoazevedomartins/TrabalhoFinalLTPIII,1.0
opensourceconsultant/java-design-patterns,1.0
eversyt/SaveYourTrackApk,1.0
rodrigorincon/TCC---path-planner-framework,1.0
MD-4/zioueche-Travel-Expense,1.0
jdevelop/java-beginners-presentation,1.0
pcego/SGAS,1.0
jeroenheymans/POOLProject,1.0
pchaigno/smallworld,1.0
JoshBradshaw/Arterial-BP-MRI-Triggering-Unit,1.0
jorgearj/USDLPricing_API,1.0
josharmstrong08/RPLD,1.0
savoir2013/savoir,1.0
manuellerena/perlTraining,1.0
jpstearns/gtf_app,1.0
mirko1978/nway-cache,1.0
Marcos1994/Catalog,1.0
freeuni-sdp/FreeUni-SDP-2014-Lab-Layering,1.0
marcopollivier/TutorialGit,1.0
MarcoLotz/LungProcessor,1.0
Jorgeley/Real-State,1.0
patrickneubauer/fuml-library-support,1.0
royertiago/pregit,1.0
jmigual/pKK,1.0
omkar-ramtekkar/Tic-Tac-Toe,1.0
maxcnunes/maxcnunes.github.io,1.0
samittralee/software_ittralee,1.0
matragorn/PV138_RSS_reader,1.0
ooad-2014-2015/RentACar,1.0
maxha651/tddc69-game-project,1.0
filoromz/KnightTravails,1.0
oskarChv/AutoServicio_DB,1.0
jmesteve/openerp,1.0
OpenBrazil/Vizin,1.0
jmesnil/presentations,1.0
oomushi/baka,1.0
jmennen/group5,1.0
MichaelNunes/Neo-Tandem-Tech-Eye-Tracking,1.0
johnmmcparland/footballmanagerroles,1.0
matik06/Helpdesk,1.0
jtgorney/jNetworkInterface,1.0
s19015/Scrum4u,1.0
s3rcan/BombermanJava,1.0
jmllerena/django-easydata,1.0
fasiondog/epf_CN,1.0
s98113161/SpringWebsocket,1.0
samchuang/zkpoi,1.0
fhjena/fhjenamaps,1.0
samfcmc/master-thesis,1.0
fauzan14mufid/Project-BEMF,1.0
fiedukow/evol,1.0
FieldDB/FieldDBWebServer,1.0
johngodoi/Maritaca_SD_version,1.0
jules0legros/CannonBall_de_voitures_autonomes,1.0
fieldvisionfurg/fieldvision_altus,1.0
faux123/android_frameworks_base,1.0
JMRI/jmri-test,1.0
JMoravec/unkRadnet,1.0
maxchv/cpp,1.0
juli1/rdalte,1.0
jmlothian/ValkyrieWF,1.0
SabatinoMasala/PRESENTATION05,1.0
OMosk/LandOfAdvantures,1.0
johnsmith9264/HashChecker,1.0
MatiasManero/Tp_soft,1.0
FionaDong/Design_Pattern_Ruby,1.0
rythos42/MalifauxModels,1.0
MatheusVaccaro/trabalho3PROGOO,1.0
palmpilot71/camclean-reflex,1.0
jullioarielhurtado/Reloj,1.0
PAMCollegeShawinigan/Hippie,1.0
FIU-SCIS-Senior-Projects/SaaS-Integration-Library,1.0
FantomKnight/AndEngine,1.0
FIU-SCIS-Senior-Projects/Smart-Systems-for-Occupancy-and-Building-Energy-Control,1.0
open-orchestra/open-orchestra-docs,1.0
Ryouzanki/rapportC,1.0
matheusbersot/siga,1.0
jKostet/StormSurge,1.0
maximesong/mfight.github.com,1.0
panbasten/BA,1.0
jkarenko/ohha,1.0
fizalihsan/fizalihsan.github.io,1.0
fjorgemota/FlipNote,1.0
panesofglass/domain-modeling,1.0
palmerst/CS-4ZP6,1.0
fitti72/blog,1.0
farfanoide/poo_I_2014,1.0
johntday/dbs-example-designpatterns,1.0
michaelquesado/mobile_oil,1.0
jmarshall89/NYU,1.0
pai2projektgr16/projekt_taxi,1.0
firehist/Yadobe,1.0
s134325/HfTL-Mitfahrgelegenheit,1.0
MathijsL/IKE-Project,1.0
MaximeGrolleau/FactureOCR,1.0
paladini/java-design-patterns,1.0
Ryugoron/point-groups,1.0
rytovkopat/AdaptiveTestingTechnoPark,1.0
farcrycore/plugin-testmxunit,1.0
Omarmtz/Perceptual-Hash,1.0
julioxus/spiderbot,1.0
jtalics/MSFM,1.0
samuelhsin/TravelAgent,1.0
mathieu-wang/Bomberman,1.0
fishwsr/FaceAlign,1.0
pablocmatos/TrabEngSist,1.0
samchon/timetable,1.0
jnavarro90/4EnRaya,1.0
mattonem/Ironmines-doc,1.0
ownwell/ownwell.github.io,1.0
sajantanand/Laundry-View-WFU,1.0
fernandabonfat/Brazucas,1.0
fege/Thesis-Project,1.0
JohanHardy/org.eclipse.umlgen.gen.embedded.c.example,1.0
JohannesBenzing/simpleJavaTextEditor,1.0
saileshsp/first_app,1.0
federicodangelo/GameStateSync,1.0
joegeneq/apc-softdev-it111-05,1.0
juandesant/IntegrationOfRadioAstronomicalArchives-ToolsInTheVirtualObservatory,1.0
juancroca/ios,1.0
saidas3524/pynsource,1.0
sahilkhan99/AppRepositoryData,1.0
ferrantourn/BiosWebMailLab2,1.0
joe-crick/UpAndRunningWithCanJS,1.0
saluber/LyncMeetingTranscript,1.0
oyvindrt/thesis,1.0
MattMcMurray/Gradr,1.0
mhozza/HandControl_BachelorThesis,1.0
jochym/qecalc,1.0
ownport/my-notes,1.0
matussmykala/PA165-BookingManager,1.0
sallareznov/m1s1,1.0
JoeLee9981/UndefinedParameter,1.0
felipebonezi/visualg-eclipse.ads,1.0
felipeduarte/SistemaSus,1.0
salaxy/LiveShareChart,1.0
salaxy/JProject2011,1.0
ouyangyl/MySpringNet,1.0
juanferreyra/TPMundial,1.0
Matusko-and-Co/PSIO,1.0
FelipeUmpierre/Livraria,1.0
felippefernandes/PSS-UEM,1.0
johan12345/monopoly-android,1.0
mattschueler/SpaceGameCS,1.0
JoeHosman/HTA,1.0
FelixOliver/Teammmates_Scrums,1.0
saklay/bopaboo-site,1.0
ooad-2014-2015/ETFTrans,1.0
sagarjauhari/book_a_thousand,1.0
ondrej11/o106,1.0
OSLL/sw3g,1.0
joanvila/PROP-FIB-Q12014-2015,1.0
mgodwin/spring-framework.docset,1.0
fbergmann/CsDeviser,1.0
sachinkushwaha/LibraryMgmtSystem,1.0
JueSungMun/FireBalloon,1.0
JTStark/RPG-Cyberpunk,1.0
maxbilbow/RmxPw,1.0
samchon/samchon.github.io,1.0
fgx/fgx-marble,1.0
matthew-l-weber/cpre583_pjt,1.0
fbarth/wikiAnalysis,1.0
mattetti/webserver-test-plan,1.0
matteozambelli/CardboardApp,1.0
michaelchum/bomberman-py,1.0
jnwan/ChatApp,1.0
p92canca/Grupo7IS,1.0
